"trip_id","taxi_id","trip_start_timestamp","trip_end_timestamp","trip_seconds","trip_miles","pickup_census_tract","dropoff_census_tract","pickup_community_area","dropoff_community_area","fare","tips","tolls","extras","trip_total","payment_type","company","pickup_centroid_latitude","pickup_centroid_longitude","pickup_centroid_location","dropoff_centroid_latitude","dropoff_centroid_longitude","dropoff_centroid_location"
"7432d13d08833c60d200cb1c4c50e9cbc7747add","dd2844d5f13c91c2d50ff5092bacd0f339c5b3c17376b56fa06e0acf5a7142a133994bb6aa0c8d7bbf24684cc8ed4d566533121b031f5dd76787b8bb7b1abf01","2022-07-01T00:00:00.000","2022-07-01T00:00:00.000","315","1",,,"8","8","5.75","3","0","0","9.25","Credit Card","City Service","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"a0847b3fb8e41574701421708b69d06bc9703913","f6c95de604709d60bb9e583806814e1187f12a74ce65c75669ba888d1e1d87527b69563a99e4b024ca374be6f9578fed56bc16b9087822f1e1fdcaabd9ed2409","2022-07-01T00:00:00.000","2022-07-01T00:00:00.000","357","1.65",,,"3","77","7.5","0","0","0","7.5","Cash","Flash Cab","41.96581197","-87.655878786","POINT (-87.6558787862 41.96581197)","41.9867118","-87.663416405","POINT (-87.6634164054 41.9867117999)"
"2d6c0a8996201b64b50796bf8a7d26ff1b8feb68","ee0a945778a6e3d37f8d6473b50fd38f0c7f24d05ead76110e6bccdeade9efcc5caa8198f63e86064e2bb53d78509d953288b07662ce961603c686eb7a25fed7","2022-07-01T00:00:00.000","2022-07-01T13:30:00.000","48697","9.49",,,"33","2","30.5","0","0","0","30.5","Cash","Flash Cab","41.857183858","-87.620334624","POINT (-87.6203346241 41.8571838585)","42.001571027","-87.695012589","POINT (-87.6950125892 42.001571027)"
"cfad848f90227666f2edb1f81843b15b27dccd13","68e1a2ea570e86d7ca0402907273138fa5aede37ae81eee6d9ea2ea521e6de1969f9437f82acb05c8c23f92cecdc4003f0ba3535da6a5a249ecbe67bd436fd65","2022-07-01T00:00:00.000","2022-07-01T00:15:00.000","1142","6.42",,,,"76","19.25","0","0","13","32.25","Cash","Flash Cab",,,,"41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)"
"ef6317027ba2fb789ff785189bbe832674ffe184","3f6562a2a18861cf21a21101c14cc91dd7c4d72cdce80f3252c67c3ddf96b1a2546c01536f3c9adc5c13fa75b274398ca154d7a4bdc41fc99f768d8801f6bdfe","2022-07-01T00:00:00.000","2022-07-01T00:00:00.000","4","0",,,"77","77","50","7.58","0","0","58.08","Credit Card","24 Seven Taxi","41.9867118","-87.663416405","POINT (-87.6634164054 41.9867117999)","41.9867118","-87.663416405","POINT (-87.6634164054 41.9867117999)"
"44a494a2a1e1e09b922bae929b4cfd7a4b15a67d","9ff153898c75dbd960a207b660a71f92f79b666dcec98e18922f8f00bcabaa1138a0cbf70c2946647f65fedb7763759f4a6f6c71ebcf56d42002966d7c4df241","2022-07-01T00:00:00.000","2022-07-01T00:15:00.000","1260","12.8",,,"76",,"33","0","0","22.5","55.5","Cash","Taxi Affiliation Services","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)",,,
"fe940ff41dfe05e23703c3462ebeeb47a76247a4","6201cd8256e26b0ef547ca53db3aaac4d23fc7d02e4c9fb7f123b12a0571ab56d8853400e4e9eb1a38a4988c9d8c712e5c0e953110dd141c276de172f02b777c","2022-07-01T00:00:00.000","2022-07-01T00:00:00.000","723","6.87",,,"32","77","25","6.38","0","0","31.88","Credit Card","Taxicab Insurance Agency Llc","41.878865584","-87.625192142","POINT (-87.6251921424 41.8788655841)","41.9867118","-87.663416405","POINT (-87.6634164054 41.9867117999)"
"09f3997fe5a01fd922cb8a5afa26cb9505816d9d","342474dd3a24c9d5b7dbc2514032a01ecb396624638be510614948e1bfbcaff802b12a713e58742d8597899edbcf1c4926ae2238b9612b4f8c10faad33621650","2022-07-01T00:00:00.000","2022-07-01T00:30:00.000","2280","14.6",,,"76","6","39","0","0","4","43","Cash","Taxi Affiliation Services","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)","41.944226601","-87.655998182","POINT (-87.6559981815 41.9442266014)"
"3dd38a337c11a9f7cc4072c3bd7a1071bf75a92a","a548c63608ec50e02a2311a0b6b1b2274995e3637ccb4ca7c3510c44756b5b0378906335f1e30563615c9ec8efd0f81ef97199ad869a68670f4d0eb85725ceaa","2022-07-01T00:00:00.000","2022-07-01T00:00:00.000","354","1.06","17031081600","17031839100","8","32","6.25","0","0","0","6.25","Cash","City Service","41.892072635","-87.628874157","POINT (-87.6288741572 41.8920726347)","41.880994471","-87.632746489","POINT (-87.6327464887 41.8809944707)"
"713adf999c85ed40fb637ca8930a0a3d98859d8e","e8f673c7d74913eef9b2c58975502e30884a6d7c93a80264c9ef1ee7a3a44652b66f8f74348e5f7b62dc458b19ef474b8c0801463178f03b03bd08f768c42c4e","2022-07-01T00:00:00.000","2022-07-01T00:00:00.000","60","0.1",,,"43","43","3.5","0","0","0","3.5","Cash","Taxi Affiliation Services","41.761577908","-87.572781987","POINT (-87.5727819867 41.7615779081)","41.761577908","-87.572781987","POINT (-87.5727819867 41.7615779081)"
"48b30605846e06a06da3dd0891e835769d7f428d","e8f673c7d74913eef9b2c58975502e30884a6d7c93a80264c9ef1ee7a3a44652b66f8f74348e5f7b62dc458b19ef474b8c0801463178f03b03bd08f768c42c4e","2022-07-01T00:00:00.000","2022-07-01T00:00:00.000","0","0",,,"43","43","3.25","0","0","0","3.25","Cash","Taxi Affiliation Services","41.761577908","-87.572781987","POINT (-87.5727819867 41.7615779081)","41.761577908","-87.572781987","POINT (-87.5727819867 41.7615779081)"
"07f41908161490ac0c94a5c50958b4b2b31199c1","ca30b49aab641fe71294a9b03b991b968c7f3e47e1169140822a128e8a2519736f5b12b38680410ecc3a222a14cd4a610b462a88eecfe74a3084eabf8b794565","2022-07-01T00:00:00.000","2022-07-01T00:00:00.000","619","2.29",,,"8","7","11","2.62","0","0","13.62","Mobile","Sun Taxi","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.922686284","-87.649488729","POINT (-87.6494887289 41.9226862843)"
